Ente,Liste/Gruppi,Voti,,
RHEMES-SAINT-GEORGES,UNIONE DI CENTRO,2,,
RHEMES-SAINT-GEORGES,NATION VAL D'OUTA,1,,
RHEMES-SAINT-GEORGES,FARE PER FERMARE IL DECLINO,0,,
RHEMES-SAINT-GEORGES,LEGA NORD,0,,
RHEMES-SAINT-GEORGES,LA DESTRA,0,,
RHEMES-SAINT-GEORGES,CASAPOUND ITALIA,0,,
ROISAN,AUTONOMIE LIBERTE' DEMOCRATIE,211,,
ROISAN,VALLEE D'AOSTE,128,,
ROISAN,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,92,,
ROISAN,LA DESTRA,22,,
ROISAN,LEGA NORD,21,,
ROISAN,UNIONE DI CENTRO,7,,
ROISAN,FARE PER FERMARE IL DECLINO,6,,
ROISAN,CASAPOUND ITALIA,6,,
ROISAN,NATION VAL D'OUTA,1,,
SAINT-CHRISTOPHE,AUTONOMIE LIBERTE' DEMOCRATIE,687,,
SAINT-CHRISTOPHE,VALLEE D'AOSTE,640,,
SAINT-CHRISTOPHE,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,409,,
SAINT-CHRISTOPHE,LEGA NORD,55,,
SAINT-CHRISTOPHE,LA DESTRA,46,,
SAINT-CHRISTOPHE,UNIONE DI CENTRO,40,,
SAINT-CHRISTOPHE,FARE PER FERMARE IL DECLINO,19,,
SAINT-CHRISTOPHE,CASAPOUND ITALIA,7,,
SAINT-CHRISTOPHE,NATION VAL D'OUTA,2,,
SAINT-DENIS,VALLEE D'AOSTE,89,,
SAINT-DENIS,AUTONOMIE LIBERTE' DEMOCRATIE,65,,
SAINT-DENIS,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,30,,
SAINT-DENIS,LEGA NORD,5,,
SAINT-DENIS,LA DESTRA,5,,
SAINT-DENIS,FARE PER FERMARE IL DECLINO,3,,
SAINT-DENIS,UNIONE DI CENTRO,2,,
SAINT-DENIS,CASAPOUND ITALIA,1,,
SAINT-DENIS,NATION VAL D'OUTA,0,,
SAINT-MARCEL,AUTONOMIE LIBERTE' DEMOCRATIE,270,,
SAINT-MARCEL,VALLEE D'AOSTE,234,,
SAINT-MARCEL,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,151,,
SAINT-MARCEL,LEGA NORD,16,,
SAINT-MARCEL,UNIONE DI CENTRO,16,,
SAINT-MARCEL,LA DESTRA,16,,
SAINT-MARCEL,FARE PER FERMARE IL DECLINO,6,,
SAINT-MARCEL,CASAPOUND ITALIA,2,,
SAINT-MARCEL,NATION VAL D'OUTA,1,,
SAINT-NICOLAS,AUTONOMIE LIBERTE' DEMOCRATIE,59,,
SAINT-NICOLAS,VALLEE D'AOSTE,56,,
SAINT-NICOLAS,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,33,,
SAINT-NICOLAS,LA DESTRA,6,,
SAINT-NICOLAS,LEGA NORD,4,,
SAINT-NICOLAS,CASAPOUND ITALIA,2,,
SAINT-NICOLAS,UNIONE DI CENTRO,1,,
SAINT-NICOLAS,FARE PER FERMARE IL DECLINO,0,,
SAINT-NICOLAS,NATION VAL D'OUTA,0,,
SAINT-OYEN,VALLEE D'AOSTE,52,,
SAINT-OYEN,AUTONOMIE LIBERTE' DEMOCRATIE,37,,
SAINT-OYEN,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,18,,
SAINT-OYEN,LA DESTRA,4,,
SAINT-OYEN,UNIONE DI CENTRO,3,,
SAINT-OYEN,FARE PER FERMARE IL DECLINO,1,,
SAINT-OYEN,LEGA NORD,1,,
SAINT-OYEN,CASAPOUND ITALIA,0,,
SAINT-OYEN,NATION VAL D'OUTA,0,,
SAINT-PIERRE,AUTONOMIE LIBERTE' DEMOCRATIE,511,,
SAINT-PIERRE,VALLEE D'AOSTE,466,,
SAINT-PIERRE,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,352,,
SAINT-PIERRE,LEGA NORD,62,,
SAINT-PIERRE,LA DESTRA,52,,
SAINT-PIERRE,UNIONE DI CENTRO,49,,
SAINT-PIERRE,CASAPOUND ITALIA,12,,
SAINT-PIERRE,FARE PER FERMARE IL DECLINO,11,,
SAINT-PIERRE,NATION VAL D'OUTA,3,,
SAINT-RHEMY-EN-BOSSES,VALLEE D'AOSTE,90,,
SAINT-RHEMY-EN-BOSSES,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,44,,
SAINT-RHEMY-EN-BOSSES,AUTONOMIE LIBERTE' DEMOCRATIE,43,,
SAINT-RHEMY-EN-BOSSES,FARE PER FERMARE IL DECLINO,7,,
SAINT-RHEMY-EN-BOSSES,LEGA NORD,5,,
SAINT-RHEMY-EN-BOSSES,LA DESTRA,5,,
SAINT-RHEMY-EN-BOSSES,UNIONE DI CENTRO,2,,
SAINT-RHEMY-EN-BOSSES,CASAPOUND ITALIA,0,,
SAINT-RHEMY-EN-BOSSES,NATION VAL D'OUTA,0,,
SAINT-VINCENT,VALLEE D'AOSTE,1084,,
SAINT-VINCENT,AUTONOMIE LIBERTE' DEMOCRATIE,534,,
SAINT-VINCENT,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,494,,
SAINT-VINCENT,LEGA NORD,131,,
SAINT-VINCENT,LA DESTRA,96,,
SAINT-VINCENT,UNIONE DI CENTRO,74,,
SAINT-VINCENT,FARE PER FERMARE IL DECLINO,19,,
SAINT-VINCENT,CASAPOUND ITALIA,11,,
SAINT-VINCENT,NATION VAL D'OUTA,8,,
SARRE,AUTONOMIE LIBERTE' DEMOCRATIE,889,,
SARRE,VALLEE D'AOSTE,773,,
SARRE,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,617,,
SARRE,LEGA NORD,125,,
SARRE,UNIONE DI CENTRO,72,,
SARRE,LA DESTRA,72,,
SARRE,FARE PER FERMARE IL DECLINO,33,,
SARRE,CASAPOUND ITALIA,30,,
SARRE,NATION VAL D'OUTA,4,,
TORGNON,AUTONOMIE LIBERTE' DEMOCRATIE,143,,
TORGNON,VALLEE D'AOSTE,118,,
TORGNON,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,31,,
TORGNON,LEGA NORD,9,,
TORGNON,UNIONE DI CENTRO,6,,
TORGNON,LA DESTRA,3,,
TORGNON,FARE PER FERMARE IL DECLINO,1,,
TORGNON,NATION VAL D'OUTA,0,,
TORGNON,CASAPOUND ITALIA,0,,
VALGRISENCHE,AUTONOMIE LIBERTE' DEMOCRATIE,61,,
VALGRISENCHE,VALLEE D'AOSTE,55,,
VALGRISENCHE,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,7,,
VALGRISENCHE,LA DESTRA,7,,
VALGRISENCHE,FARE PER FERMARE IL DECLINO,3,,
VALGRISENCHE,LEGA NORD,3,,
VALGRISENCHE,UNIONE DI CENTRO,1,,
VALGRISENCHE,NATION VAL D'OUTA,0,,
VALGRISENCHE,CASAPOUND ITALIA,0,,
VALPELLINE,AUTONOMIE LIBERTE' DEMOCRATIE,121,,
VALPELLINE,VALLEE D'AOSTE,116,,
VALPELLINE,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,82,,
VALPELLINE,LA DESTRA,7,,
VALPELLINE,LEGA NORD,5,,
VALPELLINE,UNIONE DI CENTRO,5,,
VALPELLINE,FARE PER FERMARE IL DECLINO,4,,
VALPELLINE,NATION VAL D'OUTA,1,,
VALPELLINE,CASAPOUND ITALIA,1,,
VALSAVARENCHE,VALLEE D'AOSTE,60,,
VALSAVARENCHE,AUTONOMIE LIBERTE' DEMOCRATIE,26,,
VALSAVARENCHE,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,15,,
VALSAVARENCHE,FARE PER FERMARE IL DECLINO,2,,
VALSAVARENCHE,CASAPOUND ITALIA,1,,
VALSAVARENCHE,LEGA NORD,1,,
VALSAVARENCHE,LA DESTRA,1,,
VALSAVARENCHE,UNIONE DI CENTRO,0,,
VALSAVARENCHE,NATION VAL D'OUTA,0,,
VALTOURNENCHE,VALLEE D'AOSTE,456,,
VALTOURNENCHE,AUTONOMIE LIBERTE' DEMOCRATIE,248,,
VALTOURNENCHE,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,216,,
VALTOURNENCHE,LEGA NORD,63,,
VALTOURNENCHE,LA DESTRA,42,,
VALTOURNENCHE,UNIONE DI CENTRO,20,,
VALTOURNENCHE,CASAPOUND ITALIA,16,,
VALTOURNENCHE,FARE PER FERMARE IL DECLINO,13,,
VALTOURNENCHE,NATION VAL D'OUTA,3,,
VERRAYES,VALLEE D'AOSTE,327,,
VERRAYES,AUTONOMIE LIBERTE' DEMOCRATIE,205,,
VERRAYES,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,103,,
VERRAYES,LA DESTRA,26,,
VERRAYES,LEGA NORD,17,,
VERRAYES,UNIONE DI CENTRO,11,,
VERRAYES,CASAPOUND ITALIA,3,,
VERRAYES,FARE PER FERMARE IL DECLINO,2,,
VERRAYES,NATION VAL D'OUTA,2,,
VERRES,VALLEE D'AOSTE,727,,
VERRES,AUTONOMIE LIBERTE' DEMOCRATIE,284,,
VERRES,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,249,,
VERRES,LEGA NORD,32,,
VERRES,LA DESTRA,24,,
VERRES,UNIONE DI CENTRO,19,,
VERRES,FARE PER FERMARE IL DECLINO,12,,
VERRES,CASAPOUND ITALIA,5,,
VERRES,NATION VAL D'OUTA,3,,
VILLENEUVE,AUTONOMIE LIBERTE' DEMOCRATIE,271,,
VILLENEUVE,VALLEE D'AOSTE,202,,
VILLENEUVE,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,127,,
VILLENEUVE,UNIONE DI CENTRO,12,,
VILLENEUVE,FARE PER FERMARE IL DECLINO,9,,
VILLENEUVE,LEGA NORD,8,,
VILLENEUVE,LA DESTRA,6,,
VILLENEUVE,CASAPOUND ITALIA,2,,
VILLENEUVE,NATION VAL D'OUTA,1,,
