Ente,Liste/Gruppi,Voti,,
SPORMINORE,RIVOLUZIONE CIVILE,10,,
SPORMINORE,FARE PER FERMARE IL DECLINO,7,,
SPORMINORE,MIR - MODERATI IN RIVOLUZIONE,3,,
TAIO,SVP - PATT - PD - UPT,808,,
TAIO,IL POPOLO DELLA LIBERTA' - LEGA NORD,332,,
TAIO,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,277,,
TAIO,RIVOLUZIONE CIVILE,37,,
TAIO,FARE PER FERMARE IL DECLINO,28,,
TAIO,MIR - MODERATI IN RIVOLUZIONE,9,,
TASSULLO,SVP - PATT - PD - UPT,637,,
TASSULLO,IL POPOLO DELLA LIBERTA' - LEGA NORD,211,,
TASSULLO,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,148,,
TASSULLO,FARE PER FERMARE IL DECLINO,31,,
TASSULLO,RIVOLUZIONE CIVILE,21,,
TASSULLO,MIR - MODERATI IN RIVOLUZIONE,9,,
TERLAGO,SVP - PATT - PD - UPT,536,,
TERLAGO,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,305,,
TERLAGO,IL POPOLO DELLA LIBERTA' - LEGA NORD,215,,
TERLAGO,RIVOLUZIONE CIVILE,35,,
TERLAGO,FARE PER FERMARE IL DECLINO,29,,
TERLAGO,MIR - MODERATI IN RIVOLUZIONE,5,,
TERRES,SVP - PATT - PD - UPT,119,,
TERRES,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,37,,
TERRES,IL POPOLO DELLA LIBERTA' - LEGA NORD,34,,
TERRES,FARE PER FERMARE IL DECLINO,6,,
TERRES,MIR - MODERATI IN RIVOLUZIONE,0,,
TERRES,RIVOLUZIONE CIVILE,0,,
TERZOLAS,SVP - PATT - PD - UPT,162,,
TERZOLAS,IL POPOLO DELLA LIBERTA' - LEGA NORD,98,,
TERZOLAS,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,58,,
TERZOLAS,RIVOLUZIONE CIVILE,9,,
TERZOLAS,FARE PER FERMARE IL DECLINO,6,,
TERZOLAS,MIR - MODERATI IN RIVOLUZIONE,0,,
TON,SVP - PATT - PD - UPT,380,,
TON,IL POPOLO DELLA LIBERTA' - LEGA NORD,162,,
TON,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,111,,
TON,FARE PER FERMARE IL DECLINO,20,,
TON,RIVOLUZIONE CIVILE,14,,
TON,MIR - MODERATI IN RIVOLUZIONE,2,,
TRENTO,SVP - PATT - PD - UPT,29669,,
TRENTO,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,13822,,
TRENTO,IL POPOLO DELLA LIBERTA' - LEGA NORD,11863,,
TRENTO,FARE PER FERMARE IL DECLINO,2586,,
TRENTO,RIVOLUZIONE CIVILE,2470,,
TRENTO,MIR - MODERATI IN RIVOLUZIONE,665,,
TRES,SVP - PATT - PD - UPT,224,,
TRES,IL POPOLO DELLA LIBERTA' - LEGA NORD,77,,
TRES,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,63,,
TRES,RIVOLUZIONE CIVILE,15,,
TRES,FARE PER FERMARE IL DECLINO,4,,
TRES,MIR - MODERATI IN RIVOLUZIONE,1,,
TUENNO,SVP - PATT - PD - UPT,746,,
TUENNO,IL POPOLO DELLA LIBERTA' - LEGA NORD,277,,
TUENNO,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,221,,
TUENNO,RIVOLUZIONE CIVILE,22,,
TUENNO,FARE PER FERMARE IL DECLINO,18,,
TUENNO,MIR - MODERATI IN RIVOLUZIONE,10,,
VALDA,SVP - PATT - PD - UPT,58,,
VALDA,IL POPOLO DELLA LIBERTA' - LEGA NORD,26,,
VALDA,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,17,,
VALDA,RIVOLUZIONE CIVILE,3,,
VALDA,FARE PER FERMARE IL DECLINO,2,,
VALDA,MIR - MODERATI IN RIVOLUZIONE,1,,
VERMIGLIO,SVP - PATT - PD - UPT,492,,
VERMIGLIO,IL POPOLO DELLA LIBERTA' - LEGA NORD,214,,
VERMIGLIO,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,126,,
VERMIGLIO,FARE PER FERMARE IL DECLINO,15,,
VERMIGLIO,RIVOLUZIONE CIVILE,12,,
VERMIGLIO,MIR - MODERATI IN RIVOLUZIONE,7,,
VERVO',SVP - PATT - PD - UPT,178,,
VERVO',IL POPOLO DELLA LIBERTA' - LEGA NORD,94,,
VERVO',MOVIMENTO 5 STELLE BEPPEGRILLO.IT,72,,
VERVO',FARE PER FERMARE IL DECLINO,10,,
VERVO',RIVOLUZIONE CIVILE,8,,
VERVO',MIR - MODERATI IN RIVOLUZIONE,3,,
VEZZANO,SVP - PATT - PD - UPT,595,,
VEZZANO,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,322,,
VEZZANO,IL POPOLO DELLA LIBERTA' - LEGA NORD,249,,
VEZZANO,RIVOLUZIONE CIVILE,32,,
VEZZANO,FARE PER FERMARE IL DECLINO,27,,
VEZZANO,MIR - MODERATI IN RIVOLUZIONE,17,,
ZAMBANA,SVP - PATT - PD - UPT,446,,
ZAMBANA,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,226,,
ZAMBANA,IL POPOLO DELLA LIBERTA' - LEGA NORD,203,,
ZAMBANA,RIVOLUZIONE CIVILE,30,,
ZAMBANA,FARE PER FERMARE IL DECLINO,25,,
ZAMBANA,MIR - MODERATI IN RIVOLUZIONE,2,,
